,antenna,eclipse_state,end_time,id,max_el,satellite,start_time,terminator_time,lost_imagery,midpoint,duration,utility
0,ground_site1_2a,"[True, False]",2017-02-16 00:00:34.101531,7181005,13.99,sat1,2017-02-15 23:53:36.101531,2017-02-15 23:59:16.542937,349.013673,2017-02-15 23:57:05.101531,418.0,9031.06919892
1,ground_site1_2b,"[True, False]",2017-02-16 00:00:34.162683,7180998,13.98,sat1,2017-02-15 23:53:36.162683,2017-02-15 23:59:16.604089,349.013673,2017-02-15 23:57:05.162683,418.0,9031.06919892
2,ground_site1_2c,"[True, False]",2017-02-16 00:00:34.233398,7180999,13.99,sat1,2017-02-15 23:53:36.233398,2017-02-15 23:59:16.674804,349.013673,2017-02-15 23:57:05.233398,418.0,9031.06919892
3,ground_site1_1,"[True, False]",2017-02-16 00:00:34.893047,7181002,13.99,sat1,2017-02-15 23:53:36.893047,2017-02-15 23:59:17.334453,349.013673,2017-02-15 23:57:05.893047,418.0,9031.06919892
4,ground_site1_1a,"[True, False]",2017-02-16 00:00:34.979290,7181003,13.99,sat1,2017-02-15 23:53:36.979290,2017-02-15 23:59:17.420696,349.013673,2017-02-15 23:57:05.979290,418.0,9031.06919892
5,ground_site1_2,"[True, False]",2017-02-16 00:00:34.040456,7181004,13.99,sat1,2017-02-15 23:53:37.040456,2017-02-15 23:59:16.667409,348.1787115,2017-02-15 23:57:05.540456,417.0,9009.46377078
6,ground_site1_2c,"[True, False]",2017-02-16 00:12:38.995603,7181832,11.66,sat2,2017-02-16 00:06:18.995603,2017-02-16 00:11:25.519040,330.6445335,2017-02-16 00:09:28.995603,380.0,8564.01119682
7,ground_site1_1,"[True, False]",2017-02-16 00:12:39.688841,7181827,11.66,sat2,2017-02-16 00:06:19.688841,2017-02-16 00:11:26.212278,330.6445335,2017-02-16 00:09:29.688841,380.0,8564.01119682
8,ground_site1_1a,"[True, False]",2017-02-16 00:12:39.750397,7181828,11.66,sat2,2017-02-16 00:06:19.750397,2017-02-16 00:11:26.273834,330.6445335,2017-02-16 00:09:29.750397,380.0,8564.01119682
9,ground_site1_2,"[True, False]",2017-02-16 00:12:39.811695,7181829,11.66,sat2,2017-02-16 00:06:19.811695,2017-02-16 00:11:26.335132,330.6445335,2017-02-16 00:09:29.811695,380.0,8564.01119682
10,ground_site1_2a,"[True, False]",2017-02-16 00:12:39.873059,7181830,11.66,sat2,2017-02-16 00:06:19.873059,2017-02-16 00:11:26.396496,330.6445335,2017-02-16 00:09:29.873059,380.0,8564.01119682
11,ground_site1_2b,"[True, False]",2017-02-16 00:12:39.934257,7181831,11.66,sat2,2017-02-16 00:06:19.934257,2017-02-16 00:11:26.457694,330.6445335,2017-02-16 00:09:29.934257,380.0,8564.01119682
12,ground_site1_1,"[True, False]",2017-02-16 00:14:03.339539,7181848,11.39,sat3,2017-02-16 00:07:49.339539,2017-02-16 00:12:52.484070,318.8496105,2017-02-16 00:10:56.339539,374.0,7298.39572535
13,ground_site1_1a,"[True, False]",2017-02-16 00:14:03.403141,7181849,11.39,sat3,2017-02-16 00:07:49.403141,2017-02-16 00:12:52.547672,318.8496105,2017-02-16 00:10:56.403141,374.0,7298.39572535
14,ground_site1_2,"[True, False]",2017-02-16 00:14:03.464786,7181850,11.39,sat3,2017-02-16 00:07:49.464786,2017-02-16 00:12:52.609317,318.8496105,2017-02-16 00:10:56.464786,374.0,7298.39572535
15,ground_site1_2a,"[True, False]",2017-02-16 00:14:03.526186,7181851,11.39,sat3,2017-02-16 00:07:49.526186,2017-02-16 00:12:52.670717,318.8496105,2017-02-16 00:10:56.526186,374.0,7298.39572535
16,ground_site1_2b,"[True, False]",2017-02-16 00:14:03.587587,7181852,11.39,sat3,2017-02-16 00:07:49.587587,2017-02-16 00:12:52.732118,318.8496105,2017-02-16 00:10:56.587587,374.0,7298.39572535
17,ground_site1_2c,"[True, False]",2017-02-16 00:14:03.648996,7181853,11.39,sat3,2017-02-16 00:07:49.648996,2017-02-16 00:12:52.793527,318.8496105,2017-02-16 00:10:56.648996,374.0,7298.39572535
18,ground_site1_2a,"[True, False]",2017-02-16 00:19:11.267354,7182221,10.21,sat4,2017-02-16 00:13:23.267354,2017-02-16 00:18:10.775166,272.214846,2017-02-16 00:16:17.267354,348.0,7563.5722973
19,ground_site1_2b,"[True, False]",2017-02-16 00:19:11.328191,7182222,10.21,sat4,2017-02-16 00:13:23.328191,2017-02-16 00:18:10.836003,272.214846,2017-02-16 00:16:17.328191,348.0,7563.5722973
20,ground_site1_2c,"[True, False]",2017-02-16 00:19:11.392295,7182223,10.21,sat4,2017-02-16 00:13:23.392295,2017-02-16 00:18:10.900107,272.214846,2017-02-16 00:16:17.392295,348.0,7563.5722973
21,ground_site1_1,"[True, False]",2017-02-16 00:19:11.085196,7182218,10.21,sat4,2017-02-16 00:13:24.085196,2017-02-16 00:18:10.766836,271.43262,2017-02-16 00:16:17.585196,347.0,7541.83789358
22,ground_site1_1a,"[True, False]",2017-02-16 00:19:11.145881,7182219,10.21,sat4,2017-02-16 00:13:24.145881,2017-02-16 00:18:10.827521,271.43262,2017-02-16 00:16:17.645881,347.0,7541.83789358
23,ground_site1_2,"[True, False]",2017-02-16 00:19:11.206609,7182220,10.21,sat4,2017-02-16 00:13:24.206609,2017-02-16 00:18:10.888249,271.43262,2017-02-16 00:16:17.706609,347.0,7541.83789358
24,ground_site1_1,"[True, False]",2017-02-16 00:29:26.284551,7182549,8.59,sat5,2017-02-16 00:24:25.284551,2017-02-16 00:28:46.895878,177.2490285,2017-02-16 00:26:55.784551,301.0,5916.98003567
25,ground_site1_1a,"[True, False]",2017-02-16 00:29:26.345899,7182550,8.59,sat5,2017-02-16 00:24:25.345899,2017-02-16 00:28:46.957226,177.2490285,2017-02-16 00:26:55.845899,301.0,5916.98003567
26,ground_site1_2,"[True, False]",2017-02-16 00:29:26.407196,7182551,8.59,sat5,2017-02-16 00:24:25.407196,2017-02-16 00:28:45.842742,182.540043,2017-02-16 00:26:55.907196,301.0,5911.68902117
27,ground_site1_2a,"[True, False]",2017-02-16 00:29:25.468725,7182552,8.59,sat5,2017-02-16 00:24:25.468725,2017-02-16 00:28:46.210912,176.6601585,2017-02-16 00:26:55.468725,300.0,5897.32229749
28,ground_site1_2b,"[True, False]",2017-02-16 00:29:25.530157,7182553,8.59,sat5,2017-02-16 00:24:25.530157,2017-02-16 00:28:46.272344,176.6601585,2017-02-16 00:26:55.530157,300.0,5897.32229749
29,ground_site1_2c,"[True, False]",2017-02-16 00:29:25.591504,7182554,8.59,sat5,2017-02-16 00:24:25.591504,2017-02-16 00:28:46.333691,176.6601585,2017-02-16 00:26:55.591504,300.0,5897.32229749
30,ground_site1_1,"[True, False]",2017-02-16 00:31:43.892522,7182569,8.04,sat6,2017-02-16 00:27:02.892522,2017-02-16 00:31:11.511662,145.71387,2017-02-16 00:29:23.392522,281.0,5701.52355646
31,ground_site1_1a,"[True, False]",2017-02-16 00:31:43.953810,7182570,8.04,sat6,2017-02-16 00:27:02.953810,2017-02-16 00:31:11.572950,145.71387,2017-02-16 00:29:23.453810,281.0,5701.52355646
32,ground_site1_2,"[True, False]",2017-02-16 00:31:44.015272,7182571,8.04,sat6,2017-02-16 00:27:03.015272,2017-02-16 00:31:10.536756,150.653322,2017-02-16 00:29:23.515272,281.0,5696.58410446
33,ground_site1_2a,"[True, False]",2017-02-16 00:31:44.076531,7182572,8.04,sat6,2017-02-16 00:27:03.076531,2017-02-16 00:31:10.598015,150.653322,2017-02-16 00:29:23.576531,281.0,5696.58410446
34,ground_site1_2b,"[True, False]",2017-02-16 00:31:43.137873,7182573,8.04,sat6,2017-02-16 00:27:03.137873,2017-02-16 00:31:10.872248,145.1953125,2017-02-16 00:29:23.137873,280.0,5681.23343984
35,ground_site1_2c,"[True, False]",2017-02-16 00:31:43.199166,7182574,8.04,sat6,2017-02-16 00:27:03.199166,2017-02-16 00:31:10.933541,145.1953125,2017-02-16 00:29:23.199166,280.0,5681.23343984
36,ground_site1_1,"[True, True]",2017-02-16 00:44:39.299206,7182678,6.18,sat7,2017-02-16 00:41:35.299206,,0.0,2017-02-16 00:43:07.299206,184.0,4036.44936023
37,ground_site1_1a,"[True, True]",2017-02-16 00:44:39.361267,7182679,6.18,sat7,2017-02-16 00:41:35.361267,,0.0,2017-02-16 00:43:07.361267,184.0,4036.44936023
38,ground_site1_2,"[True, True]",2017-02-16 00:44:39.422896,7182680,6.18,sat7,2017-02-16 00:41:35.422896,,0.0,2017-02-16 00:43:07.422896,184.0,4036.44936023
39,ground_site1_2a,"[True, True]",2017-02-16 00:44:39.486860,7182681,6.18,sat7,2017-02-16 00:41:35.486860,,0.0,2017-02-16 00:43:07.486860,184.0,4036.44936023
40,ground_site1_2b,"[True, True]",2017-02-16 00:44:38.548539,7182682,6.18,sat7,2017-02-16 00:41:35.548539,,0.0,2017-02-16 00:43:07.048539,183.0,4014.51213545
41,ground_site1_2c,"[True, True]",2017-02-16 00:44:38.610152,7182683,6.18,sat7,2017-02-16 00:41:35.610152,,0.0,2017-02-16 00:43:07.110152,183.0,4014.51213545
42,ground_site1_2c,"[True, True]",2017-02-16 00:51:39.851574,7184349,5.12,sat8,2017-02-16 00:50:39.851574,,0.0,2017-02-16 00:51:09.851574,60.0,1209.31753676
43,ground_site1_2b,"[True, True]",2017-02-16 00:51:40.251656,7184348,5.12,sat8,2017-02-16 00:50:40.251656,,0.0,2017-02-16 00:51:10.251656,60.0,1209.31753676
44,ground_site1_2a,"[True, True]",2017-02-16 00:51:40.391884,7184347,5.12,sat8,2017-02-16 00:50:40.391884,,0.0,2017-02-16 00:51:10.391884,60.0,1209.31753676
45,ground_site1_2,"[True, True]",2017-02-16 00:51:40.470164,7185897,5.12,sat8,2017-02-16 00:50:40.470164,,0.0,2017-02-16 00:51:10.470164,60.0,1209.31753676
46,ground_site1_1,"[True, True]",2017-02-16 00:51:40.485242,7182750,5.12,sat8,2017-02-16 00:50:40.485242,,0.0,2017-02-16 00:51:10.485242,60.0,1209.31753676
47,ground_site1_1a,"[True, True]",2017-02-16 00:51:40.546871,7184346,5.12,sat8,2017-02-16 00:50:40.546871,,0.0,2017-02-16 00:51:10.546871,60.0,1209.31753676
48,ground_site2_2,"[True, True]",2017-02-16 01:49:46.384023,7184200,5.32,sat4,2017-02-16 01:48:12.384023,,0.0,2017-02-16 01:48:59.384023,94.0,2116.56319388
49,ground_site2_1,"[True, True]",2017-02-16 01:49:47.264770,7184198,5.32,sat4,2017-02-16 01:48:13.264770,,0.0,2017-02-16 01:49:00.264770,94.0,2116.56319388
50,ground_site2_1,"[True, True]",2017-02-16 02:01:14.444691,7184234,7.08,sat5,2017-02-16 01:57:24.444691,,0.0,2017-02-16 01:59:19.444691,230.0,4656.71988292
51,ground_site2_2,"[True, True]",2017-02-16 02:01:14.565930,7184232,7.08,sat5,2017-02-16 01:57:24.565930,,0.0,2017-02-16 01:59:19.565930,230.0,4656.71988292
52,ground_site2_1,"[True, True]",2017-02-16 02:03:52.038285,7184241,7.76,sat6,2017-02-16 01:59:31.038285,,0.0,2017-02-16 02:01:41.538285,261.0,5431.06394415
53,ground_site2_2,"[True, True]",2017-02-16 02:03:51.157980,7184243,7.76,sat6,2017-02-16 01:59:31.157980,,0.0,2017-02-16 02:01:41.157980,260.0,5410.25527003
54,ground_site2_2,"[True, True]",2017-02-16 02:17:54.560389,7184311,10.6,sat7,2017-02-16 02:12:06.560389,,0.0,2017-02-16 02:15:00.560389,348.0,7634.15422479
55,ground_site2_1,"[True, True]",2017-02-16 02:17:54.436967,7184309,10.6,sat7,2017-02-16 02:12:07.436967,,0.0,2017-02-16 02:15:00.936967,347.0,7612.217
56,ground_site2_1,"[True, True]",2017-02-16 02:26:02.664108,7184351,12.66,sat8,2017-02-16 02:19:34.664108,,0.0,2017-02-16 02:22:48.664108,388.0,7820.2534044
57,ground_site2_2,"[True, True]",2017-02-16 02:26:02.785699,7184353,12.66,sat8,2017-02-16 02:19:34.785699,,0.0,2017-02-16 02:22:48.785699,388.0,7820.2534044
58,ground_site2_1,"[True, True]",2017-02-16 02:35:13.235537,7184376,15.43,sat9,2017-02-16 02:28:06.235537,,0.0,2017-02-16 02:31:39.735537,427.0,8208.89359476
59,ground_site2_2,"[True, True]",2017-02-16 02:35:13.358245,7184378,15.43,sat9,2017-02-16 02:28:06.358245,,0.0,2017-02-16 02:31:39.858245,427.0,8208.89359476
60,ground_site2_1,"[True, True]",2017-02-16 02:42:38.644079,7184389,18.03,sat10,2017-02-16 02:35:05.644079,,0.0,2017-02-16 02:38:52.144079,453.0,9086.34536981
61,ground_site2_2,"[True, True]",2017-02-16 02:42:38.766729,7184391,18.03,sat10,2017-02-16 02:35:05.766729,,0.0,2017-02-16 02:38:52.266729,453.0,9086.34536981
62,ground_site2_1,"[True, True]",2017-02-16 02:51:15.052699,7184420,21.64,sat11,2017-02-16 02:43:15.052699,,0.0,2017-02-16 02:47:15.052699,480.0,10998.5351009
63,ground_site2_2,"[True, True]",2017-02-16 02:51:14.172255,7184422,21.64,sat11,2017-02-16 02:43:15.172255,,0.0,2017-02-16 02:47:14.672255,479.0,10975.6214861
64,ground_site2_1,"[True, True]",2017-02-16 02:58:08.835929,7184450,25.25,sat12,2017-02-16 02:49:51.835929,,0.0,2017-02-16 02:54:00.335929,497.0,10570.3259982
65,ground_site2_2,"[True, True]",2017-02-16 02:58:08.954958,7184452,25.25,sat12,2017-02-16 02:49:51.954958,,0.0,2017-02-16 02:54:00.454958,497.0,10570.3259982
66,ground_site2_1,"[True, True]",2017-02-16 03:07:19.822886,7184489,31.19,sat1,2017-02-16 02:58:42.822886,,0.0,2017-02-16 03:03:01.322886,517.0,11601.6814469
67,ground_site2_2,"[True, True]",2017-02-16 03:07:19.941349,7184491,31.19,sat1,2017-02-16 02:58:42.941349,,0.0,2017-02-16 03:03:01.441349,517.0,11601.6814469
68,ground_site2_1,"[True, True]",2017-02-16 03:19:39.884243,7185045,41.38,sat2,2017-02-16 03:10:43.884243,,0.0,2017-02-16 03:15:11.884243,536.0,12546.1459775
69,ground_site2_2,"[True, True]",2017-02-16 03:19:40.002727,7185047,41.38,sat2,2017-02-16 03:10:44.002727,,0.0,2017-02-16 03:15:12.002727,536.0,12546.1459775
70,ground_site2_1,"[True, True]",2017-02-16 03:21:06.205055,7185052,42.94,sat3,2017-02-16 03:12:08.205055,,0.0,2017-02-16 03:16:37.205055,538.0,10957.4277826
71,ground_site2_2,"[True, True]",2017-02-16 03:21:06.324037,7185054,42.94,sat3,2017-02-16 03:12:08.324037,,0.0,2017-02-16 03:16:37.324037,538.0,10957.4277826
72,ground_site2_1,"[True, True]",2017-02-16 03:26:25.264770,7185500,50.86,sat4,2017-02-16 03:17:20.264770,,0.0,2017-02-16 03:21:52.764770,545.0,12271.5631986
73,ground_site2_2,"[True, True]",2017-02-16 03:26:25.384023,7185502,50.86,sat4,2017-02-16 03:17:20.384023,,0.0,2017-02-16 03:21:52.884023,545.0,12271.5631986
74,ground_site2_1,"[True, True]",2017-02-16 03:36:55.444691,7185802,66.7,sat5,2017-02-16 03:27:42.444691,,0.0,2017-02-16 03:32:18.944691,553.0,11196.3743272
75,ground_site2_2,"[True, True]",2017-02-16 03:36:55.565930,7185804,66.7,sat5,2017-02-16 03:27:42.565930,,0.0,2017-02-16 03:32:19.065930,553.0,11196.3743272
76,ground_site2_1,"[True, True]",2017-02-16 03:39:22.038285,7185809,73.59,sat6,2017-02-16 03:30:08.038285,,0.0,2017-02-16 03:34:45.038285,554.0,11528.00546
77,ground_site2_2,"[True, True]",2017-02-16 03:39:22.157980,7185807,73.6,sat6,2017-02-16 03:30:08.157980,,0.0,2017-02-16 03:34:45.157980,554.0,11528.00546
78,ground_site3_1,"[True, True]",2017-02-16 03:34:19.052161,7185813,10.26,sat5,2017-02-16 03:33:13.052161,,0.0,2017-02-16 03:33:46.052161,66.0,1336.27614032
79,ground_site3_2,"[True, True]",2017-02-16 03:34:19.113368,7185814,10.26,sat5,2017-02-16 03:33:13.113368,,0.0,2017-02-16 03:33:46.113368,66.0,1336.27614032
80,ground_site3_3,"[True, True]",2017-02-16 03:34:19.174544,7185815,10.25,sat5,2017-02-16 03:33:13.174544,,0.0,2017-02-16 03:33:46.174544,66.0,1336.27614032
81,ground_site3_1,"[True, True]",2017-02-16 03:37:16.647290,7185820,11.1,sat6,2017-02-16 03:35:03.647290,,0.0,2017-02-16 03:36:10.147290,133.0,2767.55365736
82,ground_site3_2,"[True, True]",2017-02-16 03:37:16.712449,7185821,11.1,sat6,2017-02-16 03:35:03.712449,,0.0,2017-02-16 03:36:10.212449,133.0,2767.55365736
83,ground_site3_3,"[True, True]",2017-02-16 03:37:15.773438,7185822,11.1,sat6,2017-02-16 03:35:03.773438,,0.0,2017-02-16 03:36:09.773438,132.0,2746.74498325
84,ground_site2_1,"[True, True]",2017-02-16 03:52:51.436967,7185851,78.77,sat7,2017-02-16 03:43:35.436967,,0.0,2017-02-16 03:48:13.436967,556.0,12197.0969798
85,ground_site2_2,"[True, True]",2017-02-16 03:52:51.560389,7185853,78.78,sat7,2017-02-16 03:43:35.560389,,0.0,2017-02-16 03:48:13.560389,556.0,12197.0969798
86,ground_site3_1,"[True, True]",2017-02-16 03:51:36.042221,7185864,14.66,sat7,2017-02-16 03:47:24.042221,,0.0,2017-02-16 03:49:30.042221,252.0,5528.18064554
87,ground_site3_2,"[True, True]",2017-02-16 03:51:36.103562,7185865,14.66,sat7,2017-02-16 03:47:24.103562,,0.0,2017-02-16 03:49:30.103562,252.0,5528.18064554
88,ground_site3_3,"[True, True]",2017-02-16 03:51:36.164847,7185866,14.66,sat7,2017-02-16 03:47:24.164847,,0.0,2017-02-16 03:49:30.164847,252.0,5528.18064554
89,ground_site2_1,"[True, True]",2017-02-16 04:00:43.664108,7185873,62.89,sat8,2017-02-16 03:51:30.664108,,0.0,2017-02-16 03:56:07.164108,553.0,11145.8766305
90,ground_site2_2,"[True, True]",2017-02-16 04:00:43.785699,7185875,62.89,sat8,2017-02-16 03:51:30.785699,,0.0,2017-02-16 03:56:07.285699,553.0,11145.8766305
91,ground_site3_1,"[True, True]",2017-02-16 03:59:48.264949,7185900,17.32,sat8,2017-02-16 03:54:49.264949,,0.0,2017-02-16 03:57:18.764949,299.0,6026.43239153
92,ground_site3_2,"[True, True]",2017-02-16 03:59:48.326343,7185901,17.32,sat8,2017-02-16 03:54:49.326343,,0.0,2017-02-16 03:57:18.826343,299.0,6026.43239153
93,ground_site3_3,"[True, True]",2017-02-16 03:59:48.387784,7185902,17.32,sat8,2017-02-16 03:54:49.387784,,0.0,2017-02-16 03:57:18.887784,299.0,6026.43239153
94,ground_site2_2,"[True, True]",2017-02-16 04:09:38.358245,7185915,48.33,sat9,2017-02-16 04:00:31.358245,,0.0,2017-02-16 04:05:04.858245,547.0,10515.8426144
95,ground_site2_1,"[True, True]",2017-02-16 04:09:38.235537,7185913,48.33,sat9,2017-02-16 04:00:32.235537,,0.0,2017-02-16 04:05:05.235537,546.0,10496.6180392
96,ground_site3_1,"[True, True]",2017-02-16 04:09:00.831238,7185918,21.03,sat9,2017-02-16 04:03:20.831238,,0.0,2017-02-16 04:06:10.831238,340.0,6536.35555555
97,ground_site3_2,"[True, True]",2017-02-16 04:09:00.892673,7185919,21.03,sat9,2017-02-16 04:03:20.892673,,0.0,2017-02-16 04:06:10.892673,340.0,6536.35555555
98,ground_site3_3,"[True, True]",2017-02-16 04:09:00.953795,7185920,21.02,sat9,2017-02-16 04:03:20.953795,,0.0,2017-02-16 04:06:10.953795,340.0,6536.35555555
99,ground_site2_1,"[True, True]",2017-02-16 04:16:52.644079,7185930,39.48,sat10,2017-02-16 04:07:54.644079,,0.0,2017-02-16 04:12:23.644079,538.0,10791.2887615
100,ground_site2_2,"[True, True]",2017-02-16 04:16:52.766729,7185932,39.48,sat10,2017-02-16 04:07:54.766729,,0.0,2017-02-16 04:12:23.766729,538.0,10791.2887615
101,ground_site3_1,"[True, True]",2017-02-16 04:16:27.238182,7185938,24.63,sat10,2017-02-16 04:10:21.238182,,0.0,2017-02-16 04:13:24.238182,366.0,7341.28566303
102,ground_site3_2,"[True, True]",2017-02-16 04:16:27.300573,7185939,24.63,sat10,2017-02-16 04:10:21.300573,,0.0,2017-02-16 04:13:24.300573,366.0,7341.28566303
103,ground_site3_3,"[True, True]",2017-02-16 04:16:27.362591,7185940,24.63,sat10,2017-02-16 04:10:21.362591,,0.0,2017-02-16 04:13:24.362591,366.0,7341.28566303
104,ground_site2_1,"[True, True]",2017-02-16 04:25:14.231415,7185951,31.63,sat11,2017-02-16 04:16:30.231415,,0.0,2017-02-16 04:20:52.231415,524.0,12006.7341518
105,ground_site2_2,"[True, True]",2017-02-16 04:25:14.348105,7185953,31.63,sat11,2017-02-16 04:16:30.348105,,0.0,2017-02-16 04:20:52.348105,524.0,12006.7341518
106,ground_site3_1,"[True, True]",2017-02-16 04:25:03.868519,7185965,29.85,sat11,2017-02-16 04:18:31.868519,,0.0,2017-02-16 04:21:47.868519,392.0,8982.13699905
107,ground_site3_2,"[True, True]",2017-02-16 04:25:03.927656,7185966,29.85,sat11,2017-02-16 04:18:31.927656,,0.0,2017-02-16 04:21:47.927656,392.0,8982.13699905
108,ground_site3_3,"[True, True]",2017-02-16 04:25:03.986791,7185967,29.84,sat11,2017-02-16 04:18:31.986791,,0.0,2017-02-16 04:21:47.986791,392.0,8982.13699905
109,ground_site2_1,"[True, True]",2017-02-16 04:31:56.859753,7185973,26.45,sat12,2017-02-16 04:23:28.859753,,0.0,2017-02-16 04:27:42.859753,508.0,10804.2768755
110,ground_site2_2,"[True, True]",2017-02-16 04:31:56.975603,7185975,26.45,sat12,2017-02-16 04:23:28.975603,,0.0,2017-02-16 04:27:42.975603,508.0,10804.2768755
111,ground_site3_1,"[True, True]",2017-02-16 04:31:57.512545,7185981,35.31,sat12,2017-02-16 04:25:10.512545,,0.0,2017-02-16 04:28:34.012545,407.0,8656.18245731
112,ground_site3_2,"[True, True]",2017-02-16 04:31:57.570276,7185982,35.31,sat12,2017-02-16 04:25:10.570276,,0.0,2017-02-16 04:28:34.070276,407.0,8656.18245731
113,ground_site3_3,"[True, True]",2017-02-16 04:31:57.627944,7185983,35.3,sat12,2017-02-16 04:25:10.627944,,0.0,2017-02-16 04:28:34.127944,407.0,8656.18245731
114,ground_site2_1,"[True, True]",2017-02-16 04:40:53.464921,7186004,21.24,sat1,2017-02-16 04:32:49.464921,,0.0,2017-02-16 04:36:51.464921,484.0,10861.1485885
115,ground_site2_2,"[True, True]",2017-02-16 04:40:53.580104,7186006,21.24,sat1,2017-02-16 04:32:49.580104,,0.0,2017-02-16 04:36:51.580104,484.0,10861.1485885
116,ground_site3_1,"[True, True]",2017-02-16 04:41:08.117669,7186009,44.65,sat1,2017-02-16 04:34:04.117669,,0.0,2017-02-16 04:37:36.117669,424.0,9514.7252098
117,ground_site3_2,"[True, True]",2017-02-16 04:41:08.175469,7186010,44.65,sat1,2017-02-16 04:34:04.175469,,0.0,2017-02-16 04:37:36.175469,424.0,9514.7252098
118,ground_site3_3,"[True, True]",2017-02-16 04:41:08.233314,7186011,44.64,sat1,2017-02-16 04:34:04.233314,,0.0,2017-02-16 04:37:36.233314,424.0,9514.7252098
119,ground_site2_2,"[True, True]",2017-02-16 04:52:53.378079,7186844,16.29,sat2,2017-02-16 04:45:28.378079,,0.0,2017-02-16 04:49:10.878079,445.0,10416.11
120,ground_site2_1,"[True, True]",2017-02-16 04:52:53.262058,7186842,16.29,sat2,2017-02-16 04:45:29.262058,,0.0,2017-02-16 04:49:11.262058,444.0,10392.7030112
121,ground_site3_1,"[True, True]",2017-02-16 04:53:27.910868,7186845,61.11,sat2,2017-02-16 04:46:08.910868,,0.0,2017-02-16 04:49:48.410868,439.0,10275.6680674
122,ground_site3_2,"[True, True]",2017-02-16 04:53:27.969166,7186846,61.11,sat2,2017-02-16 04:46:08.969166,,0.0,2017-02-16 04:49:48.469166,439.0,10275.6680674
123,ground_site3_3,"[True, True]",2017-02-16 04:53:28.027419,7186847,61.1,sat2,2017-02-16 04:46:09.027419,,0.0,2017-02-16 04:49:48.527419,439.0,10275.6680674
124,ground_site2_1,"[True, True]",2017-02-16 04:54:16.772698,7186849,15.74,sat3,2017-02-16 04:46:57.772698,,0.0,2017-02-16 04:50:37.272698,439.0,8941.09813486
125,ground_site2_2,"[True, True]",2017-02-16 04:54:15.888456,7186851,15.74,sat3,2017-02-16 04:46:57.888456,,0.0,2017-02-16 04:50:36.888456,438.0,8920.73116872
126,ground_site3_1,"[True, True]",2017-02-16 04:54:53.418213,7186854,63.61,sat3,2017-02-16 04:47:33.418213,,0.0,2017-02-16 04:51:13.418213,440.0,8961.46510099
127,ground_site3_2,"[True, True]",2017-02-16 04:54:53.476299,7186855,63.61,sat3,2017-02-16 04:47:33.476299,,0.0,2017-02-16 04:51:13.476299,440.0,8961.46510099
128,ground_site3_3,"[True, True]",2017-02-16 04:54:53.534531,7186856,63.6,sat3,2017-02-16 04:47:33.534531,,0.0,2017-02-16 04:51:13.534531,440.0,8961.46510099
129,ground_site2_1,"[True, True]",2017-02-16 04:59:22.583214,7187496,13.48,sat4,2017-02-16 04:52:33.583214,,0.0,2017-02-16 04:55:58.083214,409.0,9209.30155635
130,ground_site2_2,"[True, True]",2017-02-16 04:59:22.702769,7187494,13.48,sat4,2017-02-16 04:52:33.702769,,0.0,2017-02-16 04:55:58.202769,409.0,9209.30155635
131,ground_site3_1,"[True, True]",2017-02-16 05:00:12.232781,7187501,75.9,sat4,2017-02-16 04:52:49.232781,,0.0,2017-02-16 04:56:30.732781,443.0,9974.8669669
132,ground_site3_2,"[True, True]",2017-02-16 05:00:12.290559,7187502,75.9,sat4,2017-02-16 04:52:49.290559,,0.0,2017-02-16 04:56:30.790559,443.0,9974.8669669
133,ground_site3_3,"[True, True]",2017-02-16 05:00:12.348450,7187503,75.89,sat4,2017-02-16 04:52:49.348450,,0.0,2017-02-16 04:56:30.848450,443.0,9974.8669669
134,ground_site3_1,"[True, True]",2017-02-16 05:10:40.190863,7187518,83.24,sat5,2017-02-16 05:03:14.190863,,0.0,2017-02-16 05:06:57.190863,446.0,9029.98725123
135,ground_site3_2,"[True, True]",2017-02-16 05:10:40.248777,7187519,83.24,sat5,2017-02-16 05:03:14.248777,,0.0,2017-02-16 05:06:57.248777,446.0,9029.98725123
136,ground_site3_3,"[True, True]",2017-02-16 05:10:39.307211,7187520,83.24,sat5,2017-02-16 05:03:14.307211,,0.0,2017-02-16 05:06:56.807211,445.0,9009.74064305
137,ground_site2_1,"[True, True]",2017-02-16 05:09:28.550856,7187523,10.56,sat5,2017-02-16 05:03:33.550856,,0.0,2017-02-16 05:06:31.050856,355.0,7187.54590625
138,ground_site2_2,"[True, True]",2017-02-16 05:09:28.667124,7187521,10.56,sat5,2017-02-16 05:03:33.667124,,0.0,2017-02-16 05:06:31.167124,355.0,7187.54590625
139,ground_site3_1,"[True, True]",2017-02-16 05:13:06.465272,7187533,75.69,sat6,2017-02-16 05:05:42.465272,,0.0,2017-02-16 05:09:24.465272,444.0,9239.05130728
140,ground_site3_2,"[True, True]",2017-02-16 05:13:06.522730,7187531,75.7,sat6,2017-02-16 05:05:42.522730,,0.0,2017-02-16 05:09:24.522730,444.0,9239.05130728
141,ground_site3_3,"[True, True]",2017-02-16 05:13:06.580258,7187532,75.71,sat6,2017-02-16 05:05:42.580258,,0.0,2017-02-16 05:09:24.580258,444.0,9239.05130728
142,ground_site2_1,"[True, True]",2017-02-16 05:11:45.820781,7187534,9.59,sat6,2017-02-16 05:06:15.820781,,0.0,2017-02-16 05:09:00.820781,330.0,6866.86245811
