,antenna,eclipse_state,end_time,id,max_el,satellite,start_time,terminator_time,lost_imagery,midpoint,duration,utility
573,ground_site1_2a,"[False, False]",2017-02-16 15:15:45.700707,7200439,8.21,sat8,2017-02-16 15:11:09.700707,,1242.0,2017-02-16 15:13:27.700707,276.0,4320.86066911
574,ground_site2_1,"[False, False]",2017-02-16 15:15:29.117538,7200455,7.07,sat7,2017-02-16 15:11:35.117538,,1053.0,2017-02-16 15:13:32.117538,234.0,4080.31059943
575,ground_site2_2,"[False, False]",2017-02-16 15:15:28.235267,7200457,7.07,sat7,2017-02-16 15:11:35.235267,,1048.5,2017-02-16 15:13:31.735267,233.0,4062.87337464
576,ground_site2_1,"[False, False]",2017-02-16 15:24:04.051010,7200509,9.01,sat8,2017-02-16 15:18:55.051010,,1390.5,2017-02-16 15:21:29.551010,309.0,4837.48531433
577,ground_site2_2,"[False, False]",2017-02-16 15:24:04.169079,7200511,9.01,sat8,2017-02-16 15:18:55.169079,,1390.5,2017-02-16 15:21:29.669079,309.0,4837.48531433
578,ground_site1_1,"[False, False]",2017-02-16 15:24:20.259789,7200529,7.54,sat9,2017-02-16 15:20:10.259789,,1125.0,2017-02-16 15:22:15.259789,250.0,3681.14379084
579,ground_site1_1a,"[False, False]",2017-02-16 15:24:20.328770,7200530,7.54,sat9,2017-02-16 15:20:10.328770,,1125.0,2017-02-16 15:22:15.328770,250.0,3681.14379084
580,ground_site1_2,"[False, False]",2017-02-16 15:24:20.397090,7200523,7.53,sat9,2017-02-16 15:20:10.397090,,1125.0,2017-02-16 15:22:15.397090,250.0,3681.14379084
581,ground_site1_2a,"[False, False]",2017-02-16 15:24:20.465280,7200524,7.53,sat9,2017-02-16 15:20:10.465280,,1125.0,2017-02-16 15:22:15.465280,250.0,3681.14379084
582,ground_site1_2b,"[False, False]",2017-02-16 15:24:19.533567,7200525,7.53,sat9,2017-02-16 15:20:10.533567,,1120.5,2017-02-16 15:22:15.033567,249.0,3666.41921568
583,ground_site1_2c,"[False, False]",2017-02-16 15:24:19.602960,7200526,7.53,sat9,2017-02-16 15:20:10.602960,,1120.5,2017-02-16 15:22:15.102960,249.0,3666.41921568
584,ground_site2_1,"[False, False]",2017-02-16 15:33:37.808398,7200576,11.57,sat9,2017-02-16 15:27:25.808398,,1674.0,2017-02-16 15:30:31.808398,372.0,5477.54196078
585,ground_site2_2,"[False, False]",2017-02-16 15:33:37.927797,7200578,11.57,sat9,2017-02-16 15:27:25.927797,,1674.0,2017-02-16 15:30:31.927797,372.0,5477.54196078
586,ground_site1_1,"[False, False]",2017-02-16 15:31:18.701459,7200580,7.05,sat10,2017-02-16 15:27:31.701459,,1021.5,2017-02-16 15:29:25.201459,227.0,3531.70176368
587,ground_site1_1a,"[False, False]",2017-02-16 15:31:18.769937,7200581,7.05,sat10,2017-02-16 15:27:31.769937,,1021.5,2017-02-16 15:29:25.269937,227.0,3531.70176368
588,ground_site1_2,"[False, False]",2017-02-16 15:31:18.838486,7200582,7.04,sat10,2017-02-16 15:27:31.838486,,1021.5,2017-02-16 15:29:25.338486,227.0,3531.70176368
589,ground_site1_2a,"[False, False]",2017-02-16 15:31:18.910358,7200583,7.04,sat10,2017-02-16 15:27:31.910358,,1021.5,2017-02-16 15:29:25.410358,227.0,3531.70176368
590,ground_site1_2b,"[False, False]",2017-02-16 15:31:18.982349,7200584,7.04,sat10,2017-02-16 15:27:31.982349,,1021.5,2017-02-16 15:29:25.482349,227.0,3531.70176368
591,ground_site1_2c,"[False, False]",2017-02-16 15:31:19.052849,7200585,7.04,sat10,2017-02-16 15:27:32.052849,,1021.5,2017-02-16 15:29:25.552849,227.0,3531.70176368
592,ground_site2_1,"[False, False]",2017-02-16 15:41:19.259181,7200617,13.93,sat10,2017-02-16 15:34:28.259181,,1849.5,2017-02-16 15:37:53.759181,411.0,6394.40275274
593,ground_site2_2,"[False, False]",2017-02-16 15:41:19.378931,7200619,13.93,sat10,2017-02-16 15:34:28.378931,,1849.5,2017-02-16 15:37:53.878931,411.0,6394.40275274
594,ground_site1_1,"[False, False]",2017-02-16 15:39:22.932752,7200650,6.53,sat11,2017-02-16 15:36:03.932752,,895.5,2017-02-16 15:37:43.432752,199.0,3664.30934391
595,ground_site1_1a,"[False, False]",2017-02-16 15:39:23.006277,7200643,6.53,sat11,2017-02-16 15:36:04.006277,,895.5,2017-02-16 15:37:43.506277,199.0,3664.30934391
596,ground_site1_2,"[False, False]",2017-02-16 15:39:23.075864,7200644,6.52,sat11,2017-02-16 15:36:04.075864,,895.5,2017-02-16 15:37:43.575864,199.0,3664.30934391
597,ground_site1_2a,"[False, False]",2017-02-16 15:39:23.144868,7200645,6.52,sat11,2017-02-16 15:36:04.144868,,895.5,2017-02-16 15:37:43.644868,199.0,3664.30934391
598,ground_site1_2b,"[False, False]",2017-02-16 15:39:23.214333,7200646,6.52,sat11,2017-02-16 15:36:04.214333,,895.5,2017-02-16 15:37:43.714333,199.0,3664.30934391
599,ground_site1_2c,"[False, False]",2017-02-16 15:39:22.283213,7200647,6.52,sat11,2017-02-16 15:36:04.283213,,891.0,2017-02-16 15:37:43.283213,198.0,3645.89572911
600,ground_site2_1,"[False, False]",2017-02-16 15:50:08.489892,7200702,17.12,sat11,2017-02-16 15:42:40.489892,,2016.0,2017-02-16 15:46:24.489892,448.0,8249.29942749
601,ground_site2_2,"[False, False]",2017-02-16 15:50:08.610517,7200704,17.12,sat11,2017-02-16 15:42:40.610517,,2016.0,2017-02-16 15:46:24.610517,448.0,8249.29942749
602,ground_site1_1,"[False, False]",2017-02-16 15:45:50.810416,7200708,6.12,sat12,2017-02-16 15:42:58.810416,,774.0,2017-02-16 15:44:24.810416,172.0,2884.14098933
603,ground_site1_1a,"[False, False]",2017-02-16 15:45:50.879521,7200709,6.12,sat12,2017-02-16 15:42:58.879521,,774.0,2017-02-16 15:44:24.879521,172.0,2884.14098933
604,ground_site1_2,"[False, False]",2017-02-16 15:45:49.948636,7200710,6.12,sat12,2017-02-16 15:42:58.948636,,769.5,2017-02-16 15:44:24.448636,171.0,2867.37272776
605,ground_site1_2a,"[False, False]",2017-02-16 15:45:50.017826,7200711,6.12,sat12,2017-02-16 15:42:59.017826,,769.5,2017-02-16 15:44:24.517826,171.0,2867.37272776
606,ground_site1_2b,"[False, False]",2017-02-16 15:45:50.087109,7200712,6.12,sat12,2017-02-16 15:42:59.087109,,769.5,2017-02-16 15:44:24.587109,171.0,2867.37272776
607,ground_site1_2c,"[False, False]",2017-02-16 15:45:50.156589,7200713,6.12,sat12,2017-02-16 15:42:59.156589,,769.5,2017-02-16 15:44:24.656589,171.0,2867.37272776
608,ground_site2_1,"[False, False]",2017-02-16 15:57:12.364241,7200760,20.31,sat12,2017-02-16 15:49:20.364241,,2124.0,2017-02-16 15:53:16.364241,472.0,7914.61945909
609,ground_site2_2,"[False, False]",2017-02-16 15:57:12.484263,7200762,20.31,sat12,2017-02-16 15:49:20.484263,,2124.0,2017-02-16 15:53:16.484263,472.0,7914.61945909
610,ground_site1_1,"[False, False]",2017-02-16 15:54:26.995962,7200798,5.68,sat1,2017-02-16 15:52:11.995962,,607.5,2017-02-16 15:53:19.495962,135.0,2421.95260218
611,ground_site1_1a,"[False, False]",2017-02-16 15:54:27.064865,7200792,5.68,sat1,2017-02-16 15:52:12.064865,,607.5,2017-02-16 15:53:19.564865,135.0,2421.95260218
612,ground_site1_2,"[False, False]",2017-02-16 15:54:27.134308,7200799,5.67,sat1,2017-02-16 15:52:12.134308,,607.5,2017-02-16 15:53:19.634308,135.0,2421.95260218
613,ground_site1_2a,"[False, False]",2017-02-16 15:54:27.203303,7200793,5.67,sat1,2017-02-16 15:52:12.203303,,607.5,2017-02-16 15:53:19.703303,135.0,2421.95260218
614,ground_site1_2b,"[False, False]",2017-02-16 15:54:27.272125,7200794,5.67,sat1,2017-02-16 15:52:12.272125,,607.5,2017-02-16 15:53:19.772125,135.0,2421.95260218
615,ground_site1_2c,"[False, False]",2017-02-16 15:54:27.341813,7200795,5.67,sat1,2017-02-16 15:52:12.341813,,607.5,2017-02-16 15:53:19.841813,135.0,2421.95260218
616,ground_site2_1,"[False, False]",2017-02-16 16:06:33.548696,7200854,25.31,sat1,2017-02-16 15:58:15.548696,,2241.0,2017-02-16 16:02:24.548696,498.0,8934.31404358
617,ground_site2_2,"[False, False]",2017-02-16 16:06:33.668093,7200856,25.31,sat1,2017-02-16 15:58:15.668093,,2241.0,2017-02-16 16:02:24.668093,498.0,8934.31404358
618,ground_site1_1,"[False, False]",2017-02-16 16:06:01.627650,7201595,5.24,sat2,2017-02-16 16:04:41.627650,,360.0,2017-02-16 16:05:21.627650,80.0,1512.55910112
619,ground_site1_1a,"[False, False]",2017-02-16 16:06:01.704933,7201596,5.24,sat2,2017-02-16 16:04:41.704933,,360.0,2017-02-16 16:05:21.704933,80.0,1512.55910112
620,ground_site1_2,"[False, False]",2017-02-16 16:06:01.774607,7201597,5.23,sat2,2017-02-16 16:04:41.774607,,360.0,2017-02-16 16:05:21.774607,80.0,1512.55910112
621,ground_site1_2a,"[False, False]",2017-02-16 16:06:01.844350,7201598,5.23,sat2,2017-02-16 16:04:41.844350,,360.0,2017-02-16 16:05:21.844350,80.0,1512.55910112
622,ground_site1_2b,"[False, False]",2017-02-16 16:06:01.914034,7201599,5.23,sat2,2017-02-16 16:04:41.914034,,360.0,2017-02-16 16:05:21.914034,80.0,1512.55910112
623,ground_site1_2c,"[False, False]",2017-02-16 16:06:01.983861,7201600,5.23,sat2,2017-02-16 16:04:41.983861,,360.0,2017-02-16 16:05:21.983861,80.0,1512.55910112
624,ground_site1_1,"[False, False]",2017-02-16 16:07:19.429968,7201605,5.17,sat3,2017-02-16 16:06:09.429968,,315.0,2017-02-16 16:06:44.429968,70.0,1110.6876297
625,ground_site1_1a,"[False, False]",2017-02-16 16:07:19.499462,7201606,5.17,sat3,2017-02-16 16:06:09.499462,,315.0,2017-02-16 16:06:44.499462,70.0,1110.6876297
626,ground_site1_2,"[False, False]",2017-02-16 16:07:19.569104,7201607,5.17,sat3,2017-02-16 16:06:09.569104,,315.0,2017-02-16 16:06:44.569104,70.0,1110.6876297
627,ground_site1_2a,"[False, False]",2017-02-16 16:07:19.638713,7201608,5.17,sat3,2017-02-16 16:06:09.638713,,315.0,2017-02-16 16:06:44.638713,70.0,1110.6876297
628,ground_site1_2b,"[False, False]",2017-02-16 16:07:18.708366,7201609,5.17,sat3,2017-02-16 16:06:09.708366,,310.5,2017-02-16 16:06:44.208366,69.0,1094.82066357
629,ground_site1_2c,"[False, False]",2017-02-16 16:07:18.778037,7201610,5.17,sat3,2017-02-16 16:06:09.778037,,310.5,2017-02-16 16:06:44.278037,69.0,1094.82066357
630,ground_site2_1,"[False, False]",2017-02-16 16:19:03.193254,7201993,33.63,sat2,2017-02-16 16:10:21.193254,,2349.0,2017-02-16 16:14:42.193254,522.0,9869.44813481
631,ground_site2_2,"[False, False]",2017-02-16 16:19:03.310357,7201995,33.63,sat2,2017-02-16 16:10:21.310357,,2349.0,2017-02-16 16:14:42.310357,522.0,9869.44813481
632,ground_site2_1,"[False, False]",2017-02-16 16:20:28.989064,7202080,34.9,sat3,2017-02-16 16:11:44.989064,,2358.0,2017-02-16 16:16:06.989064,524.0,8314.29025664
633,ground_site2_2,"[False, False]",2017-02-16 16:20:29.104967,7202082,34.9,sat3,2017-02-16 16:11:45.104967,,2358.0,2017-02-16 16:16:07.104967,524.0,8314.29025664
634,ground_site2_1,"[False, False]",2017-02-16 16:25:58.617978,7202197,41.46,sat4,2017-02-16 16:17:04.617978,,2403.0,2017-02-16 16:21:31.617978,534.0,9620.88027161
635,ground_site2_2,"[False, False]",2017-02-16 16:25:58.734222,7202199,41.46,sat4,2017-02-16 16:17:04.734222,,2403.0,2017-02-16 16:21:31.734222,534.0,9620.88027161
636,ground_site2_1,"[False, False]",2017-02-16 16:36:26.988578,7202318,54.27,sat5,2017-02-16 16:27:22.988578,,2448.0,2017-02-16 16:31:54.988578,544.0,8566.15485352
637,ground_site2_2,"[False, False]",2017-02-16 16:36:27.123614,7202320,54.27,sat5,2017-02-16 16:27:23.123614,,2448.0,2017-02-16 16:31:55.123614,544.0,8566.15485352
638,ground_site2_1,"[False, False]",2017-02-16 16:39:03.479508,7202376,60.48,sat6,2017-02-16 16:29:56.479508,,2461.5,2017-02-16 16:34:29.979508,547.0,8920.84474118
639,ground_site2_2,"[False, False]",2017-02-16 16:39:03.622351,7202378,60.48,sat6,2017-02-16 16:29:56.622351,,2461.5,2017-02-16 16:34:30.122351,547.0,8920.84474118
640,ground_site2_1,"[False, False]",2017-02-16 16:52:28.893395,7202603,86.34,sat7,2017-02-16 16:43:18.893395,,2475.0,2017-02-16 16:47:53.893395,550.0,9590.47363113
641,ground_site2_2,"[False, False]",2017-02-16 16:52:29.009000,7202605,86.24,sat7,2017-02-16 16:43:19.009000,,2475.0,2017-02-16 16:47:54.009000,550.0,9590.47363113
642,ground_site3_1,"[False, False]",2017-02-16 16:49:02.507103,7202667,10.62,sat7,2017-02-16 16:47:21.507103,,454.5,2017-02-16 16:48:12.007103,101.0,1761.15970317
643,ground_site3_2,"[False, False]",2017-02-16 16:49:02.564165,7202668,10.62,sat7,2017-02-16 16:47:21.564165,,454.5,2017-02-16 16:48:12.064165,101.0,1761.15970317
644,ground_site3_3,"[False, False]",2017-02-16 16:49:02.621172,7202669,10.61,sat7,2017-02-16 16:47:21.621172,,454.5,2017-02-16 16:48:12.121172,101.0,1761.15970317
645,ground_site2_1,"[False, False]",2017-02-16 17:00:20.256156,7202722,75.95,sat8,2017-02-16 16:51:11.256156,,2470.5,2017-02-16 16:55:45.756156,549.0,8594.75546138
646,ground_site2_2,"[False, False]",2017-02-16 17:00:20.372095,7202724,75.92,sat8,2017-02-16 16:51:11.372095,,2470.5,2017-02-16 16:55:45.872095,549.0,8594.75546138
647,ground_site3_1,"[False, False]",2017-02-16 16:57:54.876997,7202744,13.01,sat8,2017-02-16 16:54:22.876997,,954.0,2017-02-16 16:56:08.876997,212.0,3318.92196323
648,ground_site3_2,"[False, False]",2017-02-16 16:57:54.934019,7202745,13.01,sat8,2017-02-16 16:54:22.934019,,954.0,2017-02-16 16:56:08.934019,212.0,3318.92196323
649,ground_site3_3,"[False, False]",2017-02-16 16:57:54.991071,7202746,13.01,sat8,2017-02-16 16:54:22.991071,,954.0,2017-02-16 16:56:08.991071,212.0,3318.92196323
650,ground_site2_2,"[False, False]",2017-02-16 17:09:12.870103,7202811,58.41,sat9,2017-02-16 17:00:08.870103,,2448.0,2017-02-16 17:04:40.870103,544.0,8010.16888888
651,ground_site2_1,"[False, False]",2017-02-16 17:09:12.752866,7202809,58.41,sat9,2017-02-16 17:00:09.752866,,2443.5,2017-02-16 17:04:41.252866,543.0,7995.44431371
652,ground_site3_1,"[False, False]",2017-02-16 17:07:31.369237,7202826,16.24,sat9,2017-02-16 17:02:48.369237,,1273.5,2017-02-16 17:05:09.869237,283.0,4167.05477124
653,ground_site3_2,"[False, False]",2017-02-16 17:07:31.432022,7202827,16.24,sat9,2017-02-16 17:02:48.432022,,1273.5,2017-02-16 17:05:09.932022,283.0,4167.05477124
654,ground_site3_3,"[False, False]",2017-02-16 17:07:31.489790,7202828,16.24,sat9,2017-02-16 17:02:48.489790,,1273.5,2017-02-16 17:05:09.989790,283.0,4167.05477124
655,ground_site2_1,"[False, False]",2017-02-16 17:16:25.109166,7202861,47.49,sat10,2017-02-16 17:07:29.109166,,2412.0,2017-02-16 17:11:57.109166,536.0,8339.1724464
656,ground_site2_2,"[False, False]",2017-02-16 17:16:25.226105,7202863,47.49,sat10,2017-02-16 17:07:29.226105,,2412.0,2017-02-16 17:11:57.226105,536.0,8339.1724464
657,ground_site3_1,"[False, False]",2017-02-16 17:15:12.728357,7202880,19.33,sat10,2017-02-16 17:09:48.728357,,1458.0,2017-02-16 17:12:30.728357,324.0,5040.84304596
658,ground_site3_2,"[False, False]",2017-02-16 17:15:12.785633,7202881,19.33,sat10,2017-02-16 17:09:48.785633,,1458.0,2017-02-16 17:12:30.785633,324.0,5040.84304596
659,ground_site3_3,"[False, False]",2017-02-16 17:15:12.842906,7202882,19.33,sat10,2017-02-16 17:09:48.842906,,1458.0,2017-02-16 17:12:30.842906,324.0,5040.84304596
660,ground_site2_1,"[False, False]",2017-02-16 17:24:43.619045,7202958,37.86,sat11,2017-02-16 17:15:58.619045,,2362.5,2017-02-16 17:20:21.119045,525.0,9667.14776659
661,ground_site2_2,"[False, False]",2017-02-16 17:24:43.736676,7202960,37.86,sat11,2017-02-16 17:15:58.736676,,2362.5,2017-02-16 17:20:21.236676,525.0,9667.14776659
662,ground_site3_1,"[False, False]",2017-02-16 17:24:01.226741,7202982,23.65,sat11,2017-02-16 17:18:00.226741,,1624.5,2017-02-16 17:21:00.726741,361.0,6647.31494045
663,ground_site3_2,"[False, False]",2017-02-16 17:24:01.284246,7202983,23.65,sat11,2017-02-16 17:18:00.284246,,1624.5,2017-02-16 17:21:00.784246,361.0,6647.31494045
664,ground_site3_3,"[False, False]",2017-02-16 17:24:01.341791,7202984,23.65,sat11,2017-02-16 17:18:00.341791,,1624.5,2017-02-16 17:21:00.841791,361.0,6647.31494045
665,ground_site2_1,"[False, False]",2017-02-16 17:31:24.387500,7203022,31.7,sat12,2017-02-16 17:22:51.387500,,2308.5,2017-02-16 17:27:07.887500,513.0,8602.11818329
666,ground_site2_2,"[False, False]",2017-02-16 17:31:24.504983,7203024,31.7,sat12,2017-02-16 17:22:51.504983,,2308.5,2017-02-16 17:27:08.004983,513.0,8602.11818329
667,ground_site3_1,"[False, False]",2017-02-16 17:31:03.999737,7203047,28.16,sat12,2017-02-16 17:24:39.999737,,1728.0,2017-02-16 17:27:51.999737,384.0,6439.0124413
668,ground_site3_2,"[False, False]",2017-02-16 17:31:04.057573,7203048,28.16,sat12,2017-02-16 17:24:40.057573,,1728.0,2017-02-16 17:27:52.057573,384.0,6439.0124413
669,ground_site3_3,"[False, False]",2017-02-16 17:31:04.115324,7203049,28.16,sat12,2017-02-16 17:24:40.115324,,1728.0,2017-02-16 17:27:52.115324,384.0,6439.0124413
670,ground_site2_1,"[False, False]",2017-02-16 17:40:15.957627,7203110,25.6,sat1,2017-02-16 17:32:01.957627,,2223.0,2017-02-16 17:36:08.957627,494.0,8862.552485
671,ground_site2_2,"[False, False]",2017-02-16 17:40:15.092275,7203112,25.6,sat1,2017-02-16 17:32:02.092275,,2218.5,2017-02-16 17:36:08.592275,493.0,8844.61209535
672,ground_site3_1,"[False, False]",2017-02-16 17:40:22.528770,7203126,35.56,sat1,2017-02-16 17:33:35.528770,,1831.5,2017-02-16 17:36:59.028770,407.0,7301.73858582
673,ground_site3_2,"[False, False]",2017-02-16 17:40:22.598772,7203123,35.56,sat1,2017-02-16 17:33:35.598772,,1831.5,2017-02-16 17:36:59.098772,407.0,7301.73858582
674,ground_site3_3,"[False, False]",2017-02-16 17:40:22.669009,7203124,35.56,sat1,2017-02-16 17:33:35.669009,,1831.5,2017-02-16 17:36:59.169009,407.0,7301.73858582
675,ground_site2_1,"[False, False]",2017-02-16 17:52:09.718695,7204388,19.98,sat2,2017-02-16 17:44:25.718695,,2088.0,2017-02-16 17:48:17.718695,464.0,8772.8427865
676,ground_site2_2,"[False, False]",2017-02-16 17:52:09.835360,7204391,19.98,sat2,2017-02-16 17:44:25.835360,,2088.0,2017-02-16 17:48:17.835360,464.0,8772.8427865
677,ground_site3_1,"[False, False]",2017-02-16 17:52:48.287796,7204522,48.49,sat2,2017-02-16 17:45:42.287796,,1917.0,2017-02-16 17:49:15.287796,426.0,8054.37721346
678,ground_site3_2,"[False, False]",2017-02-16 17:52:48.356898,7204523,48.5,sat2,2017-02-16 17:45:42.356898,,1917.0,2017-02-16 17:49:15.356898,426.0,8054.37721346
679,ground_site3_3,"[False, False]",2017-02-16 17:52:48.425902,7204524,48.49,sat2,2017-02-16 17:45:42.425902,,1917.0,2017-02-16 17:49:15.425902,426.0,8054.37721346
680,ground_site2_1,"[False, False]",2017-02-16 17:53:30.364889,7204525,19.34,sat3,2017-02-16 17:45:51.364889,,2065.5,2017-02-16 17:49:40.864889,459.0,7282.93745763
681,ground_site2_2,"[False, False]",2017-02-16 17:53:30.481028,7204527,19.34,sat3,2017-02-16 17:45:51.481028,,2065.5,2017-02-16 17:49:40.981028,459.0,7282.93745763
682,ground_site3_1,"[False, False]",2017-02-16 17:54:12.968971,7204554,50.55,sat3,2017-02-16 17:47:05.968971,,1921.5,2017-02-16 17:50:39.468971,427.0,6775.19454119
683,ground_site3_2,"[False, False]",2017-02-16 17:54:13.027352,7204555,50.55,sat3,2017-02-16 17:47:06.027352,,1921.5,2017-02-16 17:50:39.527352,427.0,6775.19454119
684,ground_site3_3,"[False, False]",2017-02-16 17:54:13.085720,7204556,50.54,sat3,2017-02-16 17:47:06.085720,,1921.5,2017-02-16 17:50:39.585720,427.0,6775.19454119
685,ground_site2_1,"[False, False]",2017-02-16 17:58:41.087321,7204663,16.88,sat4,2017-02-16 17:51:23.087321,,1971.0,2017-02-16 17:55:02.087321,438.0,7891.28381829
686,ground_site2_2,"[False, False]",2017-02-16 17:58:41.221529,7204661,16.88,sat4,2017-02-16 17:51:23.221529,,1971.0,2017-02-16 17:55:02.221529,438.0,7891.28381829
687,ground_site3_2,"[False, False]",2017-02-16 17:59:41.757209,7204672,60.91,sat4,2017-02-16 17:52:26.757209,,1957.5,2017-02-16 17:56:04.257209,435.0,7837.23392912
688,ground_site3_3,"[False, False]",2017-02-16 17:59:41.815482,7204673,60.91,sat4,2017-02-16 17:52:26.815482,,1957.5,2017-02-16 17:56:04.315482,435.0,7837.23392912
689,ground_site3_1,"[False, False]",2017-02-16 17:59:41.698820,7204671,60.91,sat4,2017-02-16 17:52:27.698820,,1953.0,2017-02-16 17:56:04.698820,434.0,7819.2172994
690,ground_site2_1,"[False, False]",2017-02-16 18:08:38.329336,7204782,13.77,sat5,2017-02-16 18:01:56.329336,,1809.0,2017-02-16 18:05:17.329336,402.0,6330.13649102
691,ground_site2_2,"[False, False]",2017-02-16 18:08:37.463757,7204784,13.77,sat5,2017-02-16 18:01:56.463757,,1804.5,2017-02-16 18:05:16.963757,401.0,6314.38988284
692,ground_site3_1,"[False, False]",2017-02-16 18:10:04.941721,7204806,79.89,sat5,2017-02-16 18:02:46.941721,,1971.0,2017-02-16 18:06:25.941721,438.0,6897.01438574
693,ground_site3_2,"[False, False]",2017-02-16 18:10:04.999985,7204807,79.9,sat5,2017-02-16 18:02:46.999985,,1971.0,2017-02-16 18:06:25.999985,438.0,6897.01438574
694,ground_site3_3,"[False, False]",2017-02-16 18:10:05.058262,7204808,79.89,sat5,2017-02-16 18:02:47.058262,,1971.0,2017-02-16 18:06:26.058262,438.0,6897.01438574
695,ground_site2_1,"[False, False]",2017-02-16 18:11:03.105500,7204855,12.71,sat6,2017-02-16 18:04:38.105500,,1732.5,2017-02-16 18:07:50.605500,385.0,6278.83953447
696,ground_site2_2,"[False, False]",2017-02-16 18:11:03.240152,7204857,12.71,sat6,2017-02-16 18:04:38.240152,,1732.5,2017-02-16 18:07:50.740152,385.0,6278.83953447
697,ground_site3_1,"[False, False]",2017-02-16 18:12:41.708698,7204876,87.9,sat6,2017-02-16 18:05:21.708698,,1980.0,2017-02-16 18:09:01.708698,440.0,7175.81661082
698,ground_site3_2,"[False, False]",2017-02-16 18:12:41.766716,7204877,87.93,sat6,2017-02-16 18:05:21.766716,,1980.0,2017-02-16 18:09:01.766716,440.0,7175.81661082
699,ground_site3_3,"[False, False]",2017-02-16 18:12:41.824771,7204878,87.94,sat6,2017-02-16 18:05:21.824771,,1980.0,2017-02-16 18:09:01.824771,440.0,7175.81661082
700,ground_site1_1,"[False, False]",2017-02-16 18:10:26.983786,7204952,5.18,sat7,2017-02-16 18:09:16.983786,,315.0,2017-02-16 18:09:51.983786,70.0,1220.60573487
701,ground_site1_1a,"[False, False]",2017-02-16 18:10:27.050008,7204953,5.18,sat7,2017-02-16 18:09:17.050008,,315.0,2017-02-16 18:09:52.050008,70.0,1220.60573487
702,ground_site1_2,"[False, False]",2017-02-16 18:10:27.116321,7204954,5.18,sat7,2017-02-16 18:09:17.116321,,315.0,2017-02-16 18:09:52.116321,70.0,1220.60573487
703,ground_site1_2a,"[False, False]",2017-02-16 18:10:27.182680,7204955,5.18,sat7,2017-02-16 18:09:17.182680,,315.0,2017-02-16 18:09:52.182680,70.0,1220.60573487
704,ground_site1_2b,"[False, False]",2017-02-16 18:10:27.248974,7204956,5.18,sat7,2017-02-16 18:09:17.248974,,315.0,2017-02-16 18:09:52.248974,70.0,1220.60573487
705,ground_site1_2c,"[False, False]",2017-02-16 18:10:27.315576,7204957,5.18,sat7,2017-02-16 18:09:17.315576,,315.0,2017-02-16 18:09:52.315576,70.0,1220.60573487
706,ground_site1_1,"[False, False]",2017-02-16 18:18:32.964112,7205049,5.49,sat8,2017-02-16 18:16:37.964112,,517.5,2017-02-16 18:17:35.464112,115.0,1800.35861213
707,ground_site1_1a,"[False, False]",2017-02-16 18:18:33.029193,7205050,5.49,sat8,2017-02-16 18:16:38.029193,,517.5,2017-02-16 18:17:35.529193,115.0,1800.35861213
708,ground_site1_2,"[False, False]",2017-02-16 18:18:33.094339,7205051,5.48,sat8,2017-02-16 18:16:38.094339,,517.5,2017-02-16 18:17:35.594339,115.0,1800.35861213
709,ground_site1_2a,"[False, False]",2017-02-16 18:18:32.159118,7205052,5.48,sat8,2017-02-16 18:16:38.159118,,513.0,2017-02-16 18:17:35.159118,114.0,1784.70331985
710,ground_site1_2b,"[False, False]",2017-02-16 18:18:32.224033,7205053,5.48,sat8,2017-02-16 18:16:38.224033,,513.0,2017-02-16 18:17:35.224033,114.0,1784.70331985
711,ground_site1_2c,"[False, False]",2017-02-16 18:18:32.288823,7205054,5.48,sat8,2017-02-16 18:16:38.288823,,513.0,2017-02-16 18:17:35.288823,114.0,1784.70331985
712,ground_site2_2,"[False, False]",2017-02-16 18:23:42.649909,7205075,9.52,sat7,2017-02-16 18:18:25.649909,,1426.5,2017-02-16 18:21:04.149909,317.0,5527.60025649
713,ground_site2_1,"[False, False]",2017-02-16 18:23:43.514717,7205073,9.52,sat7,2017-02-16 18:18:26.514717,,1426.5,2017-02-16 18:21:05.014717,317.0,5527.60025649
714,ground_site3_3,"[False, False]",2017-02-16 18:26:01.235588,7205083,65.29,sat7,2017-02-16 18:18:46.235588,,1957.5,2017-02-16 18:22:23.735588,435.0,7585.19278099
715,ground_site3_1,"[False, False]",2017-02-16 18:26:01.119522,7205081,65.28,sat7,2017-02-16 18:18:47.119522,,1953.0,2017-02-16 18:22:24.119522,434.0,7567.7555562
716,ground_site3_2,"[False, False]",2017-02-16 18:26:01.177489,7205082,65.28,sat7,2017-02-16 18:18:47.177489,,1953.0,2017-02-16 18:22:24.177489,434.0,7567.7555562
717,ground_site1_1,"[False, False]",2017-02-16 18:27:38.663253,7205125,5.89,sat9,2017-02-16 18:25:04.663253,,693.0,2017-02-16 18:26:21.663253,154.0,2267.58457516
718,ground_site1_1a,"[False, False]",2017-02-16 18:27:38.728470,7205126,5.89,sat9,2017-02-16 18:25:04.728470,,693.0,2017-02-16 18:26:21.728470,154.0,2267.58457516
719,ground_site1_2,"[False, False]",2017-02-16 18:27:38.793601,7205127,5.89,sat9,2017-02-16 18:25:04.793601,,693.0,2017-02-16 18:26:21.793601,154.0,2267.58457516
720,ground_site1_2a,"[False, False]",2017-02-16 18:27:38.859159,7205128,5.89,sat9,2017-02-16 18:25:04.859159,,693.0,2017-02-16 18:26:21.859159,154.0,2267.58457516
